what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898319349
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898319517
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898319571
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898326271
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898329424
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898334054
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898337544
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1310898341559
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1310898342700
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898343862
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898347742
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1310898348155
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1310898348398
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineEnd",1310898349302
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898351303
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898353202
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898354189
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898359132
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898360657
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1310898361844
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898364634
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898366888
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.edit.text.java.format",1310898368650
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898369669
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898372459
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898373785
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898405149
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898405170
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898406422
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1310898420126
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898423069
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898424636
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898427788
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898429946
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898433459
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898443329
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898443442
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898443495
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310898467553
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.correction.assignToLocal.assist",1310898468550
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898474874
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898480557
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898484036
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898487818
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898489140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898493495
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898495965
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898496000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898496027
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898497885
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898504300
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898504919
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898505759
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898512521
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898521052
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898524050
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898524187
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898524216
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898529857
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310898534320
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898538579
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898541677
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898541697
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898554256
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310898554814
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898555558
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898560547
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898562639
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898569775
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898573137
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898576312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1310898578610
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898582595
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898583081
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898584432
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898586489
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898594190
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898595663
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898596676
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898598179
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898610039
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898611905
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898615001
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898658398
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898661999
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898664105
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898669745
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898672081
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898676405
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898678309
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898678342
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898678368
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898680751
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1310898688248
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898689582
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898690000
executed,command,org.eclipse.wst.sse.ui,1.3.0.v201105101529,"org.eclipse.wst.sse.ui.format.document",1310898691953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898702781
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310898706109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898714309
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898717334
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898732554
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898732610
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898739398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898794311
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1310898797807
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898801978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898803092
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898805369
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898812716
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898814442
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898817553
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310898818259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898821921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898825000
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898834299
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898834354
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898834466
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898841505
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310898843692
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310898844988
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898846391
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898850038
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898869305
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898870929
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898875831
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310898875867
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898898430
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898900162
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898901955
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310898905329
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898906744
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310898907548
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898908937
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310898949947
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898950008
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898955212
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898957630
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898957759
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310898957818
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898958856
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310898992686
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310898994060
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310898996981
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899004116
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899006440
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899009548
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899013247
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899015069
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899046112
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899050036
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899055441
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899056484
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.select.lineStart",1310899058891
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310899059882
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310899060556
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899062630
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899064143
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310899072481
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899072534
