what,kind,bundleId,bundleVersion,description,time
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899925935
closed,editor,org.eclipse.wst.css.ui,1.0.600.v201103022054,"org.eclipse.wst.css.core.csssource.source",1310899927138
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899928485
closed,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899928485
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310899929413
closed,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310899929413
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899930623
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899931851
opened,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899931956
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310899932009
executed,command,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.navigate.open.type",1310899932025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899947960
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899952928
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310899953626
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899954477
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899958857
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899960312
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899960390
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310899960421
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310899960431
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310899967614
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310899972893
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899974650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310899999733
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310900012204
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900019205
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900101203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900102974
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900105085
opened,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900105168
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900105187
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310900105193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900106810
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900109285
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310900109316
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900111363
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.findReplace",1310900111398
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900113131
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900132159
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900147956
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900154519
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900157710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900159790
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1310900208865
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900208918
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900210830
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900243361
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1310900244867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900246957
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900279670
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310900280754
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900283934
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900284762
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900286216
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineStart",1310900286695
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.text.contentAssist.proposals",1310900289342
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900293275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900295399
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900299147
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900300392
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900356289
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900358601
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900369780
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310900372750
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900374545
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900385917
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900386700
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900395867
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900397694
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900507666
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310900509765
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1310900516010
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900518114
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900520901
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900524482
opened,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310900524589
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310900524638
executed,command,org.eclipse.ui.ide,3.7.0.I20110519-0100,"org.eclipse.ui.navigate.openResource",1310900524640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900535540
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900538086
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900544229
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900545316
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900546330
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900553543
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900585181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900594660
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900600938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310900612462
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900619858
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900620326
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900622235
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900627618
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900642210
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900643385
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900650834
started,bundle,org.eclipse.jst.jsp.ui,1.1.600.v201105092017,"org.eclipse.jst.jsp.ui",1310900656137
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900658056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900661079
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900671239
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1310900677796
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900680793
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900688398
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900689370
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900703325
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900718897
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310900720061
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900723720
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900724426
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900726358
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900727534
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900730923
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900736120
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900743599
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900744972
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900749833
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1310900751944
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900754564
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900755327
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900757649
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900762585
activated,editor,org.eclipse.ui.editors,3.7.0.v20110517-0800,"org.eclipse.ui.DefaultTextEditor",1310900763739
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900765429
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900766190
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1310900770710
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900772456
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1310900783269
activated,editor,org.eclipse.wst.html.ui,1.0.600.v201104211436,"org.eclipse.wst.html.core.htmlsource.source",1310900784798
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1310900791089
